DATE, EX_NUM, m, n, t, ERROR_UX, ERROR_VX, ERROR_DX, MEAN_METHOD, BOOL_ALPHA_THETA, EMIN, EMAX, LOW_RANK_APPROX_METHOD,LOW_RANK_ITE, APF_METHOD, APF_ITE,BOOL_LOG,SYLVESTER_BUILD_METHOD,GCD_METHOD, RANK_REVEALING_METRIC
25-Sep-2017 18:01:44,15,13,11,8,8,1.7092e-06,8.7519e-07,1.3934e-07,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:01:45,15,13,11,8,8,9.0905e-07,9.8131e-07,2.3622e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:01:47,15,13,11,8,8,5.6265e-07,2.0425e-07,3.189e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:01:48,15,13,11,8,8,2.3491e-07,7.7012e-08,2.8216e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:04:25,23,13,11,8,8,6.1754e-07,2.6625e-07,1.1875e-07,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:04:26,23,13,11,8,8,3.1411e-07,8.8768e-08,2.8407e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:04:28,23,13,11,8,8,3.8883e-07,9.1897e-08,6.3977e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:04:29,23,13,11,8,8,3.9973e-07,9.7241e-08,1.8246e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:05:53,23,13,14,8,8,2.4745e-06,2.5914e-07,1.685e-07,None,0,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:05:54,23,13,14,8,8,2.5894e-07,2.6202e-08,8.9085e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:05:56,23,13,14,8,8,3.1067e-07,3.6374e-08,2.0874e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:05:57,23,13,14,8,8,3.8162e-07,6.7828e-08,1.3857e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:06:29,23,13,14,8,8,1.6775e-05,8.6933e-07,5.022e-07,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:06:30,23,13,14,8,8,5.076e-07,1.6365e-07,4.1123e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:06:32,23,13,14,8,8,4.0803e-07,1.5094e-07,1.051e-07,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:06:33,23,13,14,8,8,1.273e-06,2.3192e-07,1.368e-07,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:12:05,23,13,14,8,8,1.6775e-05,8.6933e-07,5.022e-07,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:12:06,23,13,14,8,8,5.076e-07,1.6365e-07,4.1123e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:13:40,23,13,14,8,8,1.6775e-05,8.6933e-07,5.022e-07,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:13:41,23,13,14,8,8,5.076e-07,1.6365e-07,4.1123e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:13:47,23,13,14,8,8,1.6687e-05,8.8109e-07,0.0005247,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard STLN,2,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:13:48,23,13,14,8,8,1.273e-06,2.3192e-07,1.368e-07,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:16:15,23,13,14,8,8,1.6775e-05,8.6933e-07,5.022e-07,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:16:17,23,13,14,8,8,5.076e-07,1.6365e-07,4.1123e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:16:18,23,13,14,8,8,1.2645e-06,2.2249e-07,0.11284,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard STLN fx gx,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:16:20,23,13,14,8,8,4.0803e-07,1.5094e-07,1.051e-07,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:25:08,23,13,14,8,8,1.5756e-05,1.4609e-05,5.3574e-06,None,0,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:25:09,23,13,14,8,8,5.4507e-07,4.2174e-07,5.8449e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:25:11,23,13,14,8,8,4.7286e-07,4.1511e-07,4.347e-08,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:26:50,23,13,14,8,8,6.7419e-06,6.2918e-06,2.2157e-06,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-06,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:28:19,23,13,14,8,7,1000,1000,1000,None,0,1.000000e-06,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:28:20,23,13,14,8,8,0.00010091,9.2797e-05,3.2995e-05,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-04,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:28:21,23,13,14,8,8,0.00010313,9.234e-05,3.5168e-05,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-04,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:28:23,23,13,14,8,8,6.712e-05,4.9081e-05,1.8436e-05,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-04,Standard SNTLN,5,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:29:44,23,13,14,8,8,6.9636e-05,5.8949e-05,2.2515e-05,None,0,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:29:45,23,13,14,8,8,9.5155e-06,8.7986e-06,3.0437e-06,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:29:46,23,13,14,8,8,9.7108e-06,8.7819e-06,3.2061e-06,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:29:48,23,13,14,8,8,1.1594e-05,1.0145e-05,3.676e-06,Geometric Mean Matlab Method,1,1.000000e-06,1.000000e-05,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:30:50,23,13,14,8,8,0.00015809,0.00014637,5.3704e-05,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:30:51,23,13,14,8,8,5.4514e-06,4.2188e-06,5.8492e-07,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:30:53,23,13,14,8,8,4.727e-06,4.1481e-06,4.3456e-07,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
25-Sep-2017 18:30:54,23,13,14,8,8,6.7426e-05,6.2925e-05,2.2159e-05,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:16:50,3,21,20,12,16,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:16:56,3,21,20,12,12,2.5961e-05,1.7694e-06,5.7242e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:17:00,3,21,20,12,12,0.00012104,3.7262e-06,9.7283e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:04,3,21,20,12,16,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:07,3,21,20,12,12,2.5961e-05,1.7694e-06,5.7242e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:10,3,21,20,12,12,0.00012104,3.7262e-06,9.7283e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:43,3,21,20,12,16,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:47,3,21,20,12,12,2.5961e-05,1.7694e-06,5.7242e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:18:52,3,21,20,12,12,0.00012104,3.7262e-06,9.7283e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:20:02,3,21,20,12,16,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:20:05,3,21,20,12,12,2.5961e-05,1.7694e-06,5.7242e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:20:08,3,21,20,12,12,0.00012104,3.7262e-06,9.7283e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:21:46,3,21,20,12,16,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:21:49,3,21,20,12,12,2.5961e-05,1.7694e-06,5.7242e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 08:21:52,3,21,20,12,12,0.00012104,3.7262e-06,9.7283e-06,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:15:50,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:15:51,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:15:53,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,20,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:16:02,2,19,16,5,2,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:16:03,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:16:04,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,20,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 19:16:06,2,19,16,5,6,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard SNTLN,22,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:17:15,12,10,8,5,5,8.8503e-05,3.8274e-05,3.4136e-05,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:17:16,12,10,8,5,5,0.00042058,0.00017391,0.00015575,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:17:18,12,10,8,5,5,7.3545e-05,1.8865e-05,1.7019e-05,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:17:19,12,10,8,5,5,0.00042737,0.00016119,0.00014769,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard SNTLN,4,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:33:57,15,13,11,8,1,1000,1000,1000,None,0,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:33:58,15,13,11,8,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:34:00,15,13,11,8,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard STLN,6,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:34:01,15,13,11,8,1,1000,1000,1000,Geometric Mean Matlab Method,1,1.000000e-05,1.000000e-05,Standard SNTLN,8,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:36:55,15,13,11,8,8,6.9001e-07,4.8961e-07,2.0532e-07,None,0,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:36:57,15,13,11,8,8,9.6945e-07,6.9153e-07,2.9623e-07,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:36:58,15,13,11,8,8,1.0254e-08,8.9802e-10,5.694e-10,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:37:00,15,13,11,8,8,5.4513e-08,3.4458e-08,1.474e-08,Geometric Mean Matlab Method,1,1.000000e-10,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:46:47,15,13,11,8,8,1.4591e-06,1.0365e-06,4.3508e-07,None,0,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:46:48,15,13,11,8,8,1.3387e-06,9.5481e-07,4.0944e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:46:49,15,13,11,8,8,1.0962e-08,5.4518e-09,3.0454e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:46:51,15,13,11,8,8,8.0367e-08,5.0509e-08,2.205e-08,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-08,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:47:57,15,13,11,8,8,7.5992e-06,5.3933e-06,2.2621e-06,None,0,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:47:58,15,13,11,8,8,1.003e-05,7.1546e-06,3.0652e-06,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:47:59,15,13,11,8,8,1.0102e-07,1.2943e-08,7.9183e-09,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:48:01,15,13,11,8,8,5.6864e-07,3.5919e-07,1.5405e-07,Geometric Mean Matlab Method,1,1.000000e-08,1.000000e-07,Standard SNTLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:48:33,15,13,11,8,8,6.9001e-06,4.8961e-06,2.0532e-06,None,0,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:48:34,15,13,11,8,8,9.6944e-06,6.9152e-06,2.9623e-06,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,None,0,None,0,0,DTQ,ux and vx,Minimum Singular Values 
26-Sep-2017 20:48:35,15,13,11,8,8,1.0254e-07,8.98e-09,5.6939e-09,Geometric Mean Matlab Method,1,1.000000e-09,1.000000e-07,Standard STLN,3,None,0,0,DTQ,ux and vx,Minimum Singular Values 
